
time,ax,ay,az,Gain,
4.4750,-0.0175,-0.0863,-1.6549,81.0122,
4.4780,-0.0175,-0.0863,-1.6549,81.0122,
4.5130,-0.0175,-0.0863,-1.6549,81.0122,
4.5190,0.1843,0.0199,-1.3995,81.0122,
4.5200,0.1843,0.0199,-1.3995,81.0122,
4.5200,0.1843,0.0199,-1.3995,81.0122,
4.5550,0.1843,0.0199,-1.3995,81.0122,
4.5560,0.1843,0.0199,-1.3995,81.0122,
4.5570,0.1843,0.0199,-1.3995,81.0122,
4.5580,-0.1102,-0.1493,0.5427,81.0122,
4.5720,-0.1102,-0.1493,0.5427,81.0122,
4.5920,-0.1102,-0.1493,0.5427,81.0122,
4.5930,-0.1102,-0.1493,0.5427,81.0122,
4.5940,0.2461,-0.0592,0.8382,81.0122,
4.5950,0.2461,-0.0592,0.8382,81.0122,
4.6280,0.2461,-0.0592,0.8382,78.3707,
4.6310,0.2461,-0.0592,0.8382,78.3707,
4.6320,0.2461,-0.0592,0.8382,78.3707,
4.6330,0.2461,-0.0592,0.8382,78.3707,
4.6330,0.2181,-0.2193,-0.2453,78.3707,
4.6640,0.2181,-0.2193,-0.2453,78.3707,
4.6660,0.2181,-0.2193,-0.2453,78.3707,
4.6700,0.0819,-0.0262,-0.0091,78.3707,
4.6710,0.0819,-0.0262,-0.0091,78.3707,
4.6780,0.0819,-0.0262,-0.0091,78.3707,
4.7040,-0.2180,0.1453,0.8718,78.3707,
4.7050,-0.2180,0.1453,0.8718,78.3707,
4.7090,-0.2180,0.1453,0.8718,78.3707,
4.7090,-0.2180,0.1453,0.8718,78.3707,
4.7160,-0.2180,0.1453,0.8718,78.3707,
4.7370,-0.2180,0.1453,0.8718,78.3707,
4.7380,-0.2180,0.1453,0.8718,78.3707,
4.7380,-0.0682,-0.0964,0.9211,78.3707,
4.7690,-0.0682,-0.0964,0.9211,78.3707,
4.7690,-0.0682,-0.0964,0.9211,78.3707,
4.7760,-0.0682,-0.0964,0.9211,78.3707,
4.7770,-0.0682,-0.0964,0.9211,78.3707,
4.7770,0.5253,-0.1689,0.1215,78.3707,
4.7920,0.5253,-0.1689,0.1215,78.3707,
